40	0.0062214	0.0020685	0.0173115	9.171E-4	0.0010176	0.0011502	7.584E-4	7.516E-4	7.695E-4	8.467E-4
50	0.0023478	0.0019244	0.0021428	0.0017571	0.0026215	0.0034705	0.0034427	0.0034	0.0033572	0.0018319
62	0.0039908	0.0064127	0.0040168	0.0039703	0.0040064	0.0040757	0.0039595	0.0039961	0.0044409	0.0065929
77	0.0128109	0.0090847	0.0093633	0.0095768	0.0090038	0.0089718	0.0090852	0.0092077	0.0093951	0.0092423
96	0.0212908	0.0210511	0.0212198	0.0212912	0.0213594	0.0223313	0.0218607	0.0224465	0.021104	0.0210449
120	0.0506401	0.0523861	0.0544284	0.0496144	0.0520388	0.0518605	0.053599	0.0503507	0.0500278	0.0490531
150	0.1260181	0.1285835	0.1255084	0.1254874	0.1168804	0.1233242	0.1176984	0.1181578	0.1177327	0.1197017
187	0.3034621	0.3241592	0.308905	0.311152	0.3109403	0.312748	0.3135068	0.2963993	0.3411977	0.3332891
233	0.7419101	0.6964271	0.7018157	0.7587984	0.6765242	0.7075154	0.7281386	0.6934573	0.6523265	0.6475285
