200	0.0745227	0.0248972	0.0179385	0.0135042	0.0170661	0.0153826	0.0136236	0.0152973	0.0127962	0.0128187
250	0.0227799	0.0218738	0.021944	0.0236002	0.0298132	0.0226449	0.0226519	0.0236644	0.0222934	0.0270766
312	0.0673024	0.069063	0.0516446	0.0613204	0.0709529	0.0560046	0.0565738	0.0581534	0.0513187	0.056324
390	0.1169576	0.1021904	0.0996338	0.1175999	0.1207883	0.1116485	0.1336959	0.1276372	0.1184029	0.142757
487	0.2186061	0.2215769	0.2298558	0.2345354	0.2399319	0.2371197	0.211257	0.2075796	0.2019658	0.2133281
608	0.4112377	0.425546	0.4277306	0.6694923	0.7535202	0.5538929	0.6793697	0.8442594	0.9926922	1.5523907
760	1.1711156	0.8133385	0.7817332	0.809786	0.8324954	0.8451983	0.7389161	0.7634203	0.7631108	0.7413773
950	1.7420724	1.684484	1.6043264	2.5379423	2.5977435	2.1988664	2.1546846	1.6299871	1.6371792	1.7005389
1187	3.0613814	3.3606127	2.9974358	3.1184874	3.3023501	3.2743902	3.5421241	2.7344059	2.7437557	4.1604896
